InvoiceNo,InvoiceDate,CompanyName,NIP,ProductName,Category,Quantity,UnitPrice,Discount,Country,SalesRep
INV 4006,2025-02-14,Firma Hurtowa 056,,Cleaner UV,Akcesoria,dziesięć,136.56,0,poland,Jan Kowalski
INV 2685,2025-09-12,Firma Hurtowa 045,8390631634,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,Polska,J. Kowalski
INV 8583,2025-02-02,Firma Hurtowa 034,,Cleaner UV,Akcesoria,24,104.93,0.1,PL,Jan Kowalski
INV 3743,2025-09-18,Firma Hurtowa 001,4706249669,Base One Clear 5kg,Żele,dziesięć,82.77,0.05,poland,Nowak Anna
INV 3679,2025-06-14,Firma Hurtowa 032,,Base One Clear 5kg,Żele,dziesięć,32.69,0.05,PL,Nowak Anna
INV 1130,27-08-2025,Firma Hurtowa 037,6629404082,Cleaner UV,Akcesoria,30,"120,00",10%,PL,Nowak Anna
INV 6034,2025-10-30,Firma Hurtowa 064,,Cleaner UV,Akcesoria,49,"120,00",0,poland,Jan Kowalski
INV 5489,01-01-2025,Firma Hurtowa 098,,Primer Acid,Akcesoria,20,48.99,,PL,J. Kowalski
INV 1525,2025-01-23,Firma Hurtowa 030,,Flexy Hybrid Gel,Lakiery Hybrydowe,,26.13,10%,Polska,Jan Kowalski
INV 9698,18-10-2025,Firma Hurtowa 008,5141285960,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,PL,Jan Kowalski
INV 3322,11-03-2025,Firma Hurtowa 100,1468034755,Base One Pink 5kg,Żele,dziesięć,69.67,10%,PL,Nowak Anna
INV 5052,26-08-2025,Firma Hurtowa 034,4661383114,Base One Pink 5kg,Żele,dziesięć,167.01,0.05,poland,Anna Nowak
INV 5829,22.07.25,Firma Hurtowa 066,,Flexy Hybrid Gel,Lakiery Hybrydowe,12,"120,00",10%,PL,Nowak Anna
INV 1670,13.03.25,Firma Hurtowa 016,1051354601,Base One Pink 5kg,Żele,dziesięć,80.73,10%,PL,Jan Kowalski
INV 1057,12-04-2025,Firma Hurtowa 083,,Base One Clear 5kg,,dziesięć,"120,00",,poland,Nowak Anna
INV 2832,01-07-2025,Firma Hurtowa 028,,Flexy Hybrid Gel,Lakiery Hybrydowe,29,16.58,0.1,poland,Nowak Anna
INV 1000,14.02.25,Firma Hurtowa 036,,Base One Pink 5kg,Żele,,57.34,,poland,Nowak Anna
INV 5637,2025-10-17,Firma Hurtowa 065,,Base One Pink 5kg,Żele,dziesięć,123.45,0.1,Polska,J. Kowalski
INV 9569,30.04.25,Firma Hurtowa 021,,Base One Pink 5kg,Żele,,165.09,0.05,Polska,J. Kowalski
INV 2847,01.04.25,Firma Hurtowa 031,,Primer Acid,Akcesoria,,"120,00",10%,PL,Nowak Anna
INV 8883,08-06-2025,Firma Hurtowa 023,3106408413,Base One Clear 5kg,Żele,,"120,00",0,PL,Anna Nowak
INV 5583,01-04-2025,Firma Hurtowa 042,1255790920,Cleaner UV,Akcesoria,46,"120,00",0,poland,Nowak Anna
INV 9602,2025-02-21,Firma Hurtowa 044,6591038760,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,poland,J. Kowalski
INV 3658,07.12.25,Firma Hurtowa 076,,Flexy Hybrid Gel,Lakiery Hybrydowe,,65.96,0,Polska,Jan Kowalski
INV 2984,2025-11-05,Firma Hurtowa 041,,Base One Pink 5kg,Żele,,"120,00",0.1,PL,J. Kowalski
INV 7318,06-01-2025,Firma Hurtowa 034,,Base One Clear 5kg,Żele,dziesięć,159.53,0,Polska,Anna Nowak
INV 6784,2025-09-10,Firma Hurtowa 049,,Cleaner UV,Akcesoria,,"120,00",0,Polska,J. Kowalski
INV 1716,07-02-2025,Firma Hurtowa 044,,Base One Clear 5kg,Żele,36,"120,00",0,PL,Nowak Anna
INV 2574,28-01-2025,Firma Hurtowa 013,2422040412,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.1,PL,Nowak Anna
INV 9368,2025-10-09,Firma Hurtowa 063,,Base One Clear 5kg,,28,"120,00",0.05,PL,J. Kowalski
INV 1343,31-08-2025,Firma Hurtowa 015,,Primer Acid,Akcesoria,17,"120,00",0.05,Polska,Anna Nowak
INV 7304,23.01.25,Firma Hurtowa 034,,Base One Pink 5kg,Żele,,21.71,0,poland,Nowak Anna
INV 9663,2025-04-27,Firma Hurtowa 071,,Primer Acid,Akcesoria,,"120,00",0.1,poland,Jan Kowalski
INV 8227,2025-10-20,Firma Hurtowa 067,3664052763,Cuticle Oil Mango,Pielęgnacja,12,194.71,0.05,poland,Nowak Anna
INV 3309,18.11.25,Firma Hurtowa 019,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,PL,Nowak Anna
INV 1844,01-08-2025,Firma Hurtowa 020,5035765954,Cleaner UV,Akcesoria,50,"120,00",,Polska,Nowak Anna
INV 614,30.03.25,Firma Hurtowa 036,,Cleaner UV,Akcesoria,,"120,00",0.1,poland,Nowak Anna
INV 4401,10-07-2025,Firma Hurtowa 003,,Flexy Hybrid Gel,Lakiery Hybrydowe,,140.12,0.05,Polska,J. Kowalski
INV 4415,02.08.25,Firma Hurtowa 078,3772636814,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,PL,J. Kowalski
INV 11626,17.09.25,Firma Hurtowa 052,1124331395,Base One Pink 5kg,Żele,4,16.28,0.1,Polska,Nowak Anna
INV 8276,23-07-2025,Firma Hurtowa 082,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,Polska,J. Kowalski
INV 2680,13.05.25,Firma Hurtowa 096,5683197659,Cuticle Oil Mango,Pielęgnacja,4,172.23,0.05,PL,J. Kowalski
INV 10676,29.07.25,Firma Hurtowa 066,5333183840,Primer Acid,Akcesoria,,162.16,0.1,Polska,J. Kowalski
INV 6944,2025-07-12,Firma Hurtowa 045,7266348777,Cuticle Oil Mango,,,"120,00",10%,poland,J. Kowalski
INV 9199,28-11-2025,Firma Hurtowa 077,,Primer Acid,Akcesoria,dziesięć,"120,00",0.1,poland,J. Kowalski
INV 3087,18.03.25,Firma Hurtowa 067,4287687478,Cleaner UV,Akcesoria,,70.72,0,Polska,J. Kowalski
INV 6858,27.07.25,Firma Hurtowa 050,,Primer Acid,Akcesoria,37,75.2,10%,poland,J. Kowalski
INV 8312,03.06.25,Firma Hurtowa 022,6072939882,Cuticle Oil Mango,,,59.14,0.1,Polska,Anna Nowak
INV 5032,2025-08-04,Firma Hurtowa 043,,Flexy Hybrid Gel,Lakiery Hybrydowe,30,99.4,,poland,Nowak Anna
INV 8681,02-06-2025,Firma Hurtowa 053,4668931881,Base One Pink 5kg,Żele,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 7989,20.06.25,Firma Hurtowa 081,,Primer Acid,Akcesoria,4,95.89,0.05,Polska,Jan Kowalski
INV 2121,2025-11-11,Firma Hurtowa 056,,Cuticle Oil Mango,Pielęgnacja,dziesięć,10.89,0.1,poland,Anna Nowak
INV 294,2025-12-13,Firma Hurtowa 001,,Flexy Hybrid Gel,Lakiery Hybrydowe,20,"120,00",0.05,Polska,J. Kowalski
INV 7470,2025-09-24,Firma Hurtowa 077,,Primer Acid,Akcesoria,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 3743,25.04.25,Firma Hurtowa 094,5230025371,Primer Acid,Akcesoria,,105.88,0.1,PL,Nowak Anna
INV 10492,11-05-2025,Firma Hurtowa 099,9798613995,Primer Acid,Akcesoria,,168.86,0,PL,J. Kowalski
INV 7773,2025-12-26,Firma Hurtowa 020,,Primer Acid,Akcesoria,,108.86,,poland,Jan Kowalski
INV 4632,28.02.25,Firma Hurtowa 014,,Base One Pink 5kg,Żele,dziesięć,167.98,0.1,PL,Jan Kowalski
INV 8981,12.09.25,Firma Hurtowa 027,7359403225,Base One Clear 5kg,Żele,,26.91,10%,PL,Jan Kowalski
INV 11855,21-02-2025,Firma Hurtowa 033,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,19.52,0,poland,J. Kowalski
INV 6980,01.03.25,Firma Hurtowa 013,4823775103,Base One Pink 5kg,Żele,,"120,00",,poland,Jan Kowalski
INV 6106,25.06.25,Firma Hurtowa 024,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",,PL,Jan Kowalski
INV 2172,23-12-2025,Firma Hurtowa 093,,Cleaner UV,Akcesoria,,138.89,10%,poland,Jan Kowalski
INV 11215,08.03.25,Firma Hurtowa 062,9248046539,Cuticle Oil Mango,Pielęgnacja,29,"120,00",0,poland,Anna Nowak
INV 10975,23.06.25,Firma Hurtowa 067,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,poland,Jan Kowalski
INV 191,2025-11-26,Firma Hurtowa 021,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,194.33,10%,Polska,Nowak Anna
INV 3851,2025-02-10,Firma Hurtowa 059,7756133581,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,PL,Jan Kowalski
INV 1490,2025-11-06,Firma Hurtowa 080,,Cleaner UV,Akcesoria,,"120,00",0.1,Polska,J. Kowalski
INV 9178,14-11-2025,Firma Hurtowa 077,,Cuticle Oil Mango,Pielęgnacja,8,154.27,0,poland,J. Kowalski
INV 8974,25-09-2025,Firma Hurtowa 048,4015479599,Base One Pink 5kg,Żele,32,"120,00",0,PL,Jan Kowalski
INV 6438,21.04.25,Firma Hurtowa 059,,Base One Clear 5kg,Żele,,"120,00",,poland,Anna Nowak
INV 8173,2025-01-03,Firma Hurtowa 068,,Cuticle Oil Mango,Pielęgnacja,dziesięć,185.63,10%,PL,Jan Kowalski
INV 6348,03-12-2025,Firma Hurtowa 077,,Cleaner UV,Akcesoria,45,"120,00",0.1,PL,Nowak Anna
INV 9872,2025-12-25,Firma Hurtowa 096,,Cleaner UV,Akcesoria,,150.0,0.05,Polska,J. Kowalski
INV 11017,09.03.25,Firma Hurtowa 091,,Cleaner UV,Akcesoria,,71.25,0.1,poland,Nowak Anna
INV 11047,01-10-2025,Firma Hurtowa 037,9644783539,Base One Clear 5kg,Żele,25,20.08,0.05,PL,J. Kowalski
INV 11197,09.05.25,Firma Hurtowa 019,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,poland,Anna Nowak
INV 10603,15.10.25,Firma Hurtowa 050,,Cuticle Oil Mango,Pielęgnacja,,69.4,0,poland,Nowak Anna
INV 3696,2025-11-21,Firma Hurtowa 091,,Base One Pink 5kg,Żele,44,45.53,10%,Polska,J. Kowalski
INV 9120,16-05-2025,Firma Hurtowa 017,8928570600,Flexy Hybrid Gel,Lakiery Hybrydowe,,188.12,0.05,poland,J. Kowalski
INV 8038,2025-10-21,Firma Hurtowa 071,,Flexy Hybrid Gel,Lakiery Hybrydowe,34,191.83,10%,poland,Nowak Anna
INV 1507,28.06.25,Firma Hurtowa 029,,Flexy Hybrid Gel,,dziesięć,"120,00",10%,poland,J. Kowalski
INV 7302,04-05-2025,Firma Hurtowa 083,3667740351,Primer Acid,Akcesoria,dziesięć,184.03,,Polska,Jan Kowalski
INV 8469,2025-07-11,Firma Hurtowa 066,7208619610,Flexy Hybrid Gel,Lakiery Hybrydowe,42,70.86,0,poland,Jan Kowalski
INV 10272,03.02.25,Firma Hurtowa 027,,Cuticle Oil Mango,Pielęgnacja,7,"120,00",0,PL,Nowak Anna
INV 11746,19-06-2025,Firma Hurtowa 005,1375899416,Base One Pink 5kg,Żele,,23.38,0.1,poland,Nowak Anna
INV 7095,11.06.25,Firma Hurtowa 003,,Cleaner UV,Akcesoria,,121.27,0.1,poland,J. Kowalski
INV 9938,14.02.25,Firma Hurtowa 037,,Primer Acid,Akcesoria,dziesięć,39.7,0.05,poland,J. Kowalski
INV 10389,15.03.25,Firma Hurtowa 039,,Cleaner UV,Akcesoria,10,"120,00",10%,Polska,Anna Nowak
INV 11894,2025-06-26,Firma Hurtowa 028,3201397080,Base One Pink 5kg,Żele,,168.6,0,poland,Jan Kowalski
INV 8993,25-08-2025,Firma Hurtowa 083,,Primer Acid,Akcesoria,dziesięć,"120,00",0.1,poland,Anna Nowak
INV 1640,26.05.25,Firma Hurtowa 080,,Cuticle Oil Mango,Pielęgnacja,,135.29,10%,Polska,Nowak Anna
INV 2763,03-01-2025,Firma Hurtowa 041,,Base One Pink 5kg,Żele,,"120,00",,Polska,Nowak Anna
INV 9039,2025-02-25,Firma Hurtowa 023,,Base One Pink 5kg,Żele,,178.4,0,poland,Jan Kowalski
INV 9534,24-10-2025,Firma Hurtowa 052,,Cleaner UV,Akcesoria,dziesięć,134.24,0.1,poland,J. Kowalski
INV 2194,2025-08-26,Firma Hurtowa 065,,Flexy Hybrid Gel,Lakiery Hybrydowe,33,135.91,10%,PL,Anna Nowak
INV 11994,05.09.25,Firma Hurtowa 046,,Base One Pink 5kg,Żele,dziesięć,80.19,0.05,Polska,Nowak Anna
INV 7696,21.08.25,Firma Hurtowa 006,8080359881,Primer Acid,Akcesoria,,"120,00",10%,Polska,Nowak Anna
INV 5986,28-10-2025,Firma Hurtowa 084,,Cuticle Oil Mango,Pielęgnacja,,"120,00",,PL,Anna Nowak
INV 7208,26.03.25,Firma Hurtowa 030,,Flexy Hybrid Gel,Lakiery Hybrydowe,14,"120,00",10%,poland,Anna Nowak
INV 6794,2025-06-19,Firma Hurtowa 093,,Cuticle Oil Mango,,31,"120,00",0,poland,Anna Nowak
INV 2208,19.11.25,Firma Hurtowa 066,3457877922,Base One Pink 5kg,Żele,17,"120,00",10%,poland,J. Kowalski
INV 1405,21.04.25,Firma Hurtowa 058,3068750029,Cuticle Oil Mango,Pielęgnacja,39,160.98,10%,PL,J. Kowalski
INV 7430,02.11.25,Firma Hurtowa 076,,Cuticle Oil Mango,,9,"120,00",0.05,Polska,Jan Kowalski
INV 8707,15.09.25,Firma Hurtowa 097,,Primer Acid,Akcesoria,,112.46,,PL,Nowak Anna
INV 3760,04-09-2025,Firma Hurtowa 099,,Primer Acid,Akcesoria,,"120,00",0.05,PL,Jan Kowalski
INV 4642,2025-11-03,Firma Hurtowa 070,7050091525,Base One Clear 5kg,Żele,,159.99,10%,PL,J. Kowalski
INV 6699,05-07-2025,Firma Hurtowa 014,,Cleaner UV,Akcesoria,dziesięć,"120,00",10%,poland,Nowak Anna
INV 3338,31-07-2025,Firma Hurtowa 071,,Cleaner UV,Akcesoria,dziesięć,"120,00",10%,Polska,Anna Nowak
INV 10802,02.03.25,Firma Hurtowa 096,,Base One Pink 5kg,Żele,7,"120,00",10%,poland,Jan Kowalski
INV 2634,19.07.25,Firma Hurtowa 082,,Cuticle Oil Mango,,6,"120,00",0,Polska,Nowak Anna
INV 10060,02.12.25,Firma Hurtowa 067,7418263314,Base One Pink 5kg,Żele,,64.34,10%,PL,Anna Nowak
INV 11044,2025-01-19,Firma Hurtowa 047,,Cuticle Oil Mango,Pielęgnacja,,85.08,10%,PL,Jan Kowalski
INV 9005,2025-05-26,Firma Hurtowa 093,,Base One Pink 5kg,Żele,39,"120,00",10%,Polska,Jan Kowalski
INV 9153,07-02-2025,Firma Hurtowa 065,6558769264,Cleaner UV,Akcesoria,,"120,00",,PL,J. Kowalski
INV 7518,15-12-2025,Firma Hurtowa 059,,Base One Clear 5kg,Żele,17,82.71,0.05,Polska,Jan Kowalski
INV 11483,15-05-2025,Firma Hurtowa 032,,Primer Acid,Akcesoria,dziesięć,24.45,,poland,J. Kowalski
INV 2995,16-12-2025,Firma Hurtowa 025,,Base One Pink 5kg,Żele,17,53.55,10%,PL,Jan Kowalski
INV 1286,2025-12-13,Firma Hurtowa 085,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,poland,J. Kowalski
INV 6519,24-04-2025,Firma Hurtowa 097,3476758136,Cleaner UV,Akcesoria,dziesięć,188.53,10%,poland,Anna Nowak
INV 7491,2025-03-03,Firma Hurtowa 090,,Primer Acid,Akcesoria,1,"120,00",10%,poland,J. Kowalski
INV 3067,08-10-2025,Firma Hurtowa 034,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.05,Polska,J. Kowalski
INV 6564,24-05-2025,Firma Hurtowa 058,2635881694,Primer Acid,Akcesoria,dziesięć,163.08,,poland,J. Kowalski
INV 7973,03.06.25,Firma Hurtowa 033,,Base One Clear 5kg,,45,"120,00",,poland,J. Kowalski
INV 4257,04.07.25,Firma Hurtowa 047,6401844042,Cuticle Oil Mango,Pielęgnacja,dziesięć,174.8,10%,poland,Anna Nowak
INV 4664,01.07.25,Firma Hurtowa 042,8458323087,Cuticle Oil Mango,Pielęgnacja,dziesięć,98.11,0.05,Polska,Nowak Anna
INV 10343,10.11.25,Firma Hurtowa 074,4895849088,Base One Pink 5kg,Żele,22,"120,00",0.1,Polska,Nowak Anna
INV 5951,28.10.25,Firma Hurtowa 067,,Base One Pink 5kg,Żele,12,33.76,0.1,PL,Anna Nowak
INV 2735,23-07-2025,Firma Hurtowa 014,,Cleaner UV,Akcesoria,4,156.48,0,PL,Nowak Anna
INV 5069,2025-04-28,Firma Hurtowa 032,,Primer Acid,Akcesoria,9,110.08,0,Polska,Nowak Anna
INV 7655,04-10-2025,Firma Hurtowa 035,7650951310,Primer Acid,Akcesoria,35,"120,00",10%,poland,J. Kowalski
INV 5689,04.09.25,Firma Hurtowa 070,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,39.59,0,PL,J. Kowalski
INV 4699,2025-08-29,Firma Hurtowa 069,,Cuticle Oil Mango,Pielęgnacja,20,"120,00",10%,poland,J. Kowalski
INV 3090,30-07-2025,Firma Hurtowa 072,7172324849,Base One Pink 5kg,,,"120,00",0.05,poland,Anna Nowak
INV 8465,2025-11-10,Firma Hurtowa 089,,Primer Acid,Akcesoria,,"120,00",0.05,Polska,Jan Kowalski
INV 10435,22.08.25,Firma Hurtowa 080,,Cleaner UV,,32,70.92,0,PL,J. Kowalski
INV 4411,06-03-2025,Firma Hurtowa 092,1035236295,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 5411,2025-02-11,Firma Hurtowa 097,5087280062,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,Polska,Nowak Anna
INV 207,04.03.25,Firma Hurtowa 099,,Cuticle Oil Mango,Pielęgnacja,,198.96,,poland,Anna Nowak
INV 7747,19-07-2025,Firma Hurtowa 088,,Base One Pink 5kg,Żele,,18.02,0.1,PL,J. Kowalski
INV 854,2025-12-08,Firma Hurtowa 028,5180180262,Primer Acid,Akcesoria,dziesięć,"120,00",10%,PL,Jan Kowalski
INV 689,2025-10-25,Firma Hurtowa 089,,Base One Clear 5kg,Żele,16,"120,00",0,PL,Jan Kowalski
INV 2062,2025-09-07,Firma Hurtowa 030,,Base One Pink 5kg,Żele,,81.78,0.1,Polska,J. Kowalski
INV 8893,23.12.25,Firma Hurtowa 063,,Cuticle Oil Mango,Pielęgnacja,,183.75,0,Polska,J. Kowalski
INV 8874,07.07.25,Firma Hurtowa 059,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.05,poland,Anna Nowak
INV 10045,2025-05-25,Firma Hurtowa 042,2383082793,Cleaner UV,Akcesoria,43,18.32,0.05,Polska,Anna Nowak
INV 1618,17.01.25,Firma Hurtowa 074,7830290429,Flexy Hybrid Gel,Lakiery Hybrydowe,,146.39,0.05,PL,Nowak Anna
INV 10469,2025-02-01,Firma Hurtowa 047,,Flexy Hybrid Gel,Lakiery Hybrydowe,34,"120,00",0,PL,Jan Kowalski
INV 11882,29.04.25,Firma Hurtowa 069,2654984428,Cleaner UV,Akcesoria,43,118.31,10%,poland,Jan Kowalski
INV 10464,23-10-2025,Firma Hurtowa 046,,Primer Acid,Akcesoria,28,41.69,10%,poland,Anna Nowak
INV 8748,04.11.25,Firma Hurtowa 057,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.1,poland,Anna Nowak
INV 6146,2025-10-09,Firma Hurtowa 096,,Cuticle Oil Mango,Pielęgnacja,26,"120,00",10%,Polska,Jan Kowalski
INV 4921,2025-04-24,Firma Hurtowa 028,8970258559,Primer Acid,Akcesoria,,107.14,0,PL,Anna Nowak
INV 4342,07.07.25,Firma Hurtowa 075,,Flexy Hybrid Gel,Lakiery Hybrydowe,,85.96,0,Polska,Anna Nowak
INV 8000,2025-12-20,Firma Hurtowa 090,,Primer Acid,Akcesoria,20,"120,00",0,Polska,J. Kowalski
INV 7116,02.08.25,Firma Hurtowa 016,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",10%,poland,Anna Nowak
INV 2510,26-01-2025,Firma Hurtowa 087,3167796058,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,PL,Nowak Anna
INV 4302,13-02-2025,Firma Hurtowa 052,,Base One Pink 5kg,Żele,49,101.38,,PL,Anna Nowak
INV 3971,06-02-2025,Firma Hurtowa 035,,Primer Acid,Akcesoria,37,"120,00",,Polska,J. Kowalski
INV 9731,2025-12-02,Firma Hurtowa 004,8600723288,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0,Polska,Anna Nowak
INV 11936,13-02-2025,Firma Hurtowa 015,4176478919,Cleaner UV,Akcesoria,dziesięć,12.61,0.1,Polska,Anna Nowak
INV 8815,19.04.25,Firma Hurtowa 027,,Cuticle Oil Mango,Pielęgnacja,,198.54,,poland,Jan Kowalski
INV 4186,29-03-2025,Firma Hurtowa 008,,Cleaner UV,Akcesoria,18,98.34,0,poland,J. Kowalski
INV 1768,10.01.25,Firma Hurtowa 038,8084166930,Cuticle Oil Mango,Pielęgnacja,,"120,00",,PL,Anna Nowak
INV 8203,23-08-2025,Firma Hurtowa 072,1092292243,Cleaner UV,Akcesoria,dziesięć,103.09,0,Polska,J. Kowalski
INV 3870,2025-09-14,Firma Hurtowa 036,,Flexy Hybrid Gel,Lakiery Hybrydowe,25,"120,00",0.05,Polska,Anna Nowak
INV 1439,15.07.25,Firma Hurtowa 067,6271763012,Cleaner UV,Akcesoria,dziesięć,"120,00",,poland,Anna Nowak
INV 9520,2025-10-05,Firma Hurtowa 088,4436425084,Flexy Hybrid Gel,Lakiery Hybrydowe,,180.74,,poland,Anna Nowak
INV 5202,04-02-2025,Firma Hurtowa 072,4089973470,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",,poland,J. Kowalski
INV 2490,2025-04-07,Firma Hurtowa 014,1564985269,Cleaner UV,Akcesoria,dziesięć,125.06,10%,PL,J. Kowalski
INV 1303,19-12-2025,Firma Hurtowa 100,,Cleaner UV,Akcesoria,,133.42,,PL,Anna Nowak
INV 3708,17-01-2025,Firma Hurtowa 053,,Primer Acid,Akcesoria,13,"120,00",10%,Polska,Anna Nowak
INV 7006,2025-07-27,Firma Hurtowa 100,,Cuticle Oil Mango,Pielęgnacja,dziesięć,84.89,10%,PL,Anna Nowak
INV 8499,03-10-2025,Firma Hurtowa 051,,Cleaner UV,Akcesoria,,192.89,0.1,Polska,J. Kowalski
INV 7559,27.03.25,Firma Hurtowa 055,,Cleaner UV,Akcesoria,dziesięć,"120,00",0,PL,Anna Nowak
INV 6441,31-07-2025,Firma Hurtowa 042,2936540028,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,poland,Anna Nowak
INV 11770,05.03.25,Firma Hurtowa 012,,Primer Acid,Akcesoria,,160.3,,PL,J. Kowalski
INV 9266,04.12.25,Firma Hurtowa 020,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,PL,Anna Nowak
INV 58,2025-11-15,Firma Hurtowa 098,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,Polska,Nowak Anna
INV 6720,2025-08-15,Firma Hurtowa 011,,Flexy Hybrid Gel,Lakiery Hybrydowe,,115.93,0,poland,J. Kowalski
INV 602,16.03.25,Firma Hurtowa 005,6576763981,Base One Clear 5kg,Żele,dziesięć,198.81,0.1,poland,Anna Nowak
INV 7461,24.10.25,Firma Hurtowa 047,5000675383,Flexy Hybrid Gel,,dziesięć,180.53,,Polska,Anna Nowak
INV 2000,22.12.25,Firma Hurtowa 036,,Primer Acid,Akcesoria,,"120,00",10%,poland,J. Kowalski
INV 4255,2025-09-27,Firma Hurtowa 074,,Primer Acid,Akcesoria,dziesięć,103.58,10%,PL,Jan Kowalski
INV 1937,13.01.25,Firma Hurtowa 060,,Cuticle Oil Mango,Pielęgnacja,27,73.42,0,Polska,J. Kowalski
INV 1112,2025-06-07,Firma Hurtowa 039,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,147.64,0.05,Polska,Nowak Anna
INV 7775,19.01.25,Firma Hurtowa 083,5878025845,Primer Acid,,,"120,00",,poland,J. Kowalski
INV 9257,2025-12-14,Firma Hurtowa 041,,Primer Acid,Akcesoria,dziesięć,22.58,0.1,Polska,Anna Nowak
INV 9355,07-11-2025,Firma Hurtowa 050,,Base One Clear 5kg,Żele,dziesięć,26.49,0.1,Polska,Anna Nowak
INV 8604,2025-06-04,Firma Hurtowa 023,5776996939,Base One Pink 5kg,Żele,dziesięć,"120,00",10%,Polska,J. Kowalski
INV 5364,15.03.25,Firma Hurtowa 099,,Primer Acid,Akcesoria,9,"120,00",,PL,Jan Kowalski
INV 5096,23.01.25,Firma Hurtowa 088,,Cuticle Oil Mango,Pielęgnacja,3,"120,00",0,poland,Anna Nowak
INV 5258,2025-04-13,Firma Hurtowa 025,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 3385,05-10-2025,Firma Hurtowa 045,,Base One Pink 5kg,Żele,dziesięć,119.08,0,Polska,Nowak Anna
INV 832,08.03.25,Firma Hurtowa 004,3901232981,Cuticle Oil Mango,Pielęgnacja,4,91.03,10%,poland,Nowak Anna
INV 10098,02.07.25,Firma Hurtowa 040,,Base One Pink 5kg,Żele,,"120,00",0.1,Polska,Nowak Anna
INV 3797,25-04-2025,Firma Hurtowa 019,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.1,PL,Nowak Anna
INV 1850,29-06-2025,Firma Hurtowa 062,,Cleaner UV,Akcesoria,37,"120,00",0,PL,J. Kowalski
INV 8729,2025-08-25,Firma Hurtowa 052,7831299927,Cleaner UV,Akcesoria,,"120,00",,poland,Nowak Anna
INV 7133,18.10.25,Firma Hurtowa 044,,Primer Acid,Akcesoria,,"120,00",0,Polska,Jan Kowalski
INV 7295,01-04-2025,Firma Hurtowa 040,9400455428,Cleaner UV,Akcesoria,,"120,00",0.1,PL,Jan Kowalski
INV 3566,13.03.25,Firma Hurtowa 075,,Flexy Hybrid Gel,Lakiery Hybrydowe,,119.81,0.05,Polska,J. Kowalski
INV 7123,26.06.25,Firma Hurtowa 012,,Cleaner UV,Akcesoria,26,171.98,0.1,PL,J. Kowalski
INV 1798,25-05-2025,Firma Hurtowa 004,,Cleaner UV,Akcesoria,,"120,00",,PL,Anna Nowak
INV 7781,2025-03-13,Firma Hurtowa 025,,Cuticle Oil Mango,,dziesięć,199.52,0.05,PL,Anna Nowak
INV 11819,2025-09-07,Firma Hurtowa 085,5252952412,Base One Pink 5kg,Żele,dziesięć,"120,00",10%,Polska,Nowak Anna
INV 6304,01-07-2025,Firma Hurtowa 029,,Base One Clear 5kg,Żele,dziesięć,170.89,10%,poland,J. Kowalski
INV 549,20.01.25,Firma Hurtowa 073,,Cuticle Oil Mango,,45,"120,00",,poland,Jan Kowalski
INV 4018,2025-08-30,Firma Hurtowa 081,,Cleaner UV,Akcesoria,dziesięć,"120,00",10%,poland,Nowak Anna
INV 9404,19.06.25,Firma Hurtowa 054,6560341732,Base One Clear 5kg,Żele,,"120,00",0,PL,Jan Kowalski
INV 10754,2025-05-30,Firma Hurtowa 095,,Cuticle Oil Mango,Pielęgnacja,6,"120,00",0.1,Polska,J. Kowalski
